,Unnamed: 0,OBJECTID,Shape,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,comments,event_import_source,event_import_id,latitude,longitude,country_name,country_code,admin_division_name,gazetteer_closest_point,gazetteer_distance,submitted_date,last_edited_date,elev_files
42,169,4608182,"(-81.56135905799994, 38.32147971000006)",WSAZ News Channel 3,https://www.wsaz.com/content/news/Mudslide-shuts-down-road-near-Charleston-491218511.html,14274,2018-08-18 18:00:00,22:00,Cooks Hollow Rd Mudslide,Storms in the area led to saturation of the ground and overflowing of a creek in the area which induced a mudslide. Although no injuries were reported. many evacuations had to be done to protect the inhabitants of this private road.,"248 Cooks Hollow Rd, Charleston, West Virginia, 25306",1km,mudslide,rain,medium,above_road,0.0,0.0,,https://gray-wsaz-prod.cdn.arcpublishing.com/resizer/C3S8TNmlvWGMgHQmRloFwdEjuTs=/1200x675/smart/cloudfront-us-east-1.images.arcpublishing.com/gray/4AMMKLMHJFPDNNCK72QNBYGPXA.jpg,,GLC,,38.32147971,-81.56135906,United States,US,West Virginia,Yeager,6.35,2020-08-23 17:30:04,2021-04-10 04:47:57.000001,42.tiff
43,171,4608184,"(-120.85442150799997, 35.48015009100004)",KSBY,https://www.ksby.com/news/2018/11/29/mudslides-down-trees-collisions-reported-across-slo-county,14262,2018-11-30 02:00:00,unknown,Old Creek Rd Mudslides,Old Creek Rd was closed from Highway 1 to Highway 46 due to multiple mudslides across the roadway.,"Old Creek Rd, Cayucos, California, 93430",5km,mudslide,rain,unknown,above_road,,,,,,GLC,,35.48015009,-120.85442151,United States,US,California,Cayucos,4.86,2020-08-05 01:25:54,2021-04-10 04:47:57.000001,43.tiff
44,172,4608185,"(-117.40327777799996, 33.69788888900007)",abc7,https://abc7.com/weather/socal-braces-for-rain-possibility-of-mudslides-in-burn-areas/4788090/,14445,2018-11-29 22:00:00,unknown,Rice Canyon Mudslide,Rain over the Woolsey and Holy Fire burn area caused a mudslide from Rice Canyon. A channel saved several homes on Dale Ct.,"Dale Ct, Rice Canyon, Lake Elsinore, CA",1km,mudslide,downpour,catastrophic,burned_area,,,,,,GLC,,33.69788889,-117.40327778,United States,US,California,Lake Elsinore,13.49,2020-08-04 21:15:10.000001,2021-04-10 04:43:03,44.tiff
45,177,4608190,"(-116.96306570299998, 34.09619616600003)",The Sun,https://www.sbsun.com/2018/12/03/rain-snow-expected-this-week-so-mudslide-concerns-will-linger/,14270,2018-11-29 21:00:00,unknown,Mudslide on Hwy 38 in San Bernadino Mountains,A mudslide trapped 3 vehicles on the San Bernadino Mountains near the Forest Falls region between Bryant St. and Angelus Oaks.,"37371-37551 CA-38, Mentone, California, 92359",5km,mudslide,continuous_rain,small,above_road,0.0,0.0,,,"This event occured in the vicinity of a California wildfire burn scar. The specific burn scar is not mentioned, but Holy Fire burn area is also noted (for a separate event).",GLC,,34.09619617,-116.9630657,United States,US,California,Redlands Municipal,16.93,2020-08-02 20:24:36,2021-04-10 04:40:41,45.tiff
46,179,4608192,"(-118.46114466599994, 34.08187855600005)",OnScene,https://onscene.online/bel-air-mudslide-blocks-road-in-high-end-neighborhood/,14443,2018-11-16 14:00:00,01:00,"Mudslide in Bel Air, Los Angeles, CA","A mudslide resulted in a partial blockage along the 11000 block of Bellagio Road in a Bel-Air, CA community.","Bel Air, Los Angeles, California",1km,mudslide,rain,small,urban,0.0,0.0,,,Photo not available but video is located at https://youtu.be/njx0FFbXQUs,GLC,,34.08187856,-118.46114467,United States,US,California,Santa Monica Municipal,7.38,2020-08-07 13:21:41.000001,2021-04-10 04:40:41,46.tiff
47,180,4608193,"(-123.06414971399994, 40.75222077900003)",Redding Record Searchlight,https://www.redding.com/story/news/local/2018/11/23/rock-slide-blocking-highway-299-trinity-county/2091957002/,14298,2018-11-23 14:00:00,08:00,"Rock slide on HWY 299 West of Junction City, CA","A rockslide blocked both lanes of HWY 299 west of Junction City, CA for 1 hour.","CA-299, Junction City, California, 96048",10km,rock_fall,no_apparent_trigger,small,above_road,0.0,0.0,,,,GLC,,40.75222078,-123.06414971,United States,US,California,Lonnie Pool Field Weaverville,12.11,2020-08-07 13:21:41.000001,2021-04-10 04:43:03,47.tiff
48,181,4608194,"(-117.80073028599998, 34.36170047600007)",CNN,https://www.cnn.com/2018/12/06/us/california-road-closures/index.html,14286,2018-12-06 20:00:00,12:00,Rock Slide on State Route 2 between Vincent Gulch Divide and State Route 39,A rockslide on State Route 2 between Vincent Gulch Divide and State Route 39 caused both lanes on the freeway to be shutdown.,"Angeles Crest Hwy, Valyermo, California, 93563",5km,rock_fall,continuous_rain,small,burned_area,0.0,0.0,,,This event occurred in the vicinity of the Woolsey fire region,GLC,,34.36170048,-117.80073029,United States,US,California,Cable,29.61,2020-08-02 19:23:07.000001,2021-04-10 04:43:03,48.tiff
49,185,4608198,"(-118.79766683599996, 34.04441889200007)",Canyon News,https://www.canyon-news.com/mudslide-shuts-down-malibu-stretch-of-pch/85984,14431,2018-12-07 02:00:00,unknown,Kanan Road Mudslide,Heavy rain on an area burned by the November Woolsey Fire caused a mduslide on Kanan Road.,"Kanan Dume Rd, Malibu, California, 90265",5km,mudslide,rain,unknown,burned_area,,,,,,GLC,,34.04441889,-118.79766684,United States,US,California,Point Mugu Naval Air Station,30.91,2020-07-31 00:37:24.000001,2021-04-10 04:40:41,49.tiff
50,187,4608200,"(-118.49246311899998, 34.01124205000008)",California Digital Newspaper Collection,https://cdnc.ucr.edu/?a=d&d=MT19160421.2.7&e=-------en--20--1--txt-txIN--------1,14466,1916-04-21 22:00:00,04:00,Santa Monica 1916 Landslide,A landslide of thousands of tons of earth slid down near a fishing village.,"Santa Monica, California, 90401",10km,landslide,unknown,large,unknown,,,,,,GLC,,34.01124205,-118.49246312,United States,US,California,Santa Monica Municipal,3.96,2020-07-31 20:46:51,2021-04-10 04:47:57.000001,50.tiff
51,189,4608202,"(-117.17576868099997, 34.23409548400008)",The Press-Enterprise,https://www.pe.com/2018/11/29/no-flooding-in-holy-fire-area-yet-but-heaviest-rain-is-to-come/,14340,2018-11-30 00:00:00,unknown,Sky Forest Rock Fall,Rain in a burned area caused rock and boulder falls along Highway 18 east of Sky Forest.,"CA-18, Skyforest, California, 92385",5km,rock_fall,rain,unknown,burned_area,,,,,Related to many events on this date in the area.,GLC,,34.23409548,-117.17576868,United States,US,California,Arrowhead Lake,12.13,2020-08-08 22:57:53,2021-04-10 04:40:41,51.tiff
52,191,4608204,"(-118.754480221, 34.111545539000076)",The Press Enterprise,https://www.pe.com/2018/12/07/rain-has-moved-on-but-mudslide-concerns-remain-for-burn-areas/,14463,2018-12-06 15:00:00,unknown,Mudslide temporarily shuts down Mulholland Drive in Woolsey Fire Area,A minor mudslide shut down a non-descript area of the Mulholland drive in the Woolsey fire area,"29026-29044 Mulholland Hwy, Agoura Hills, California, 91301",10km,mudslide,continuous_rain,unknown,burned_area,0.0,0.0,,,"article comment that it is in the woolsey fire area, and as of article writing debris is still being cleared",GLC,,34.11154554,-118.75448022,United States,US,California,Van Nuys,26.81,2020-07-28 14:18:33,2021-04-10 04:40:41,52.tiff
53,195,4608208,"(-118.83031003399998, 34.02227764200006)",ABC 11,https://abc11.com/weather/rushing-river-of-mud-turns-ocean-waves-black-near-woolsey-fire-burn-scar/4848398/,14238,2018-12-07 02:00:00,unknown,Zuma Beach Mudslide,Rain in area burned by Woolsey Fire caused a mduslide at Zumma Beach and closed the PCH from Busch Drive to the Ventura County Line.,"30026-30174 Pacific Coast Hwy, Malibu, California, 90265",10km,mudslide,rain,unknown,burned_area,,,,,,GLC,,34.02227764,-118.83031003,United States,US,California,Point Mugu Naval Air Station,28.85,2020-07-31 00:37:24.000001,2021-04-10 04:43:52.000001,53.tiff
54,196,4608209,"(-82.26873042599999, 37.67494121300007)",Williamson Daily News,https://www.williamsondailynews.com/news/williamson-mudslide-concerns-residents/article_e6931b53-6879-591a-8567-c4c9b1ea8f61.html,14318,2018-11-25 14:00:00,08:00,"Mudslide in Williamson, WV, USA","A 50 yard mudslide has occurred in an empty lot between Mulberry St and Vinson St in Williamson, WV.","67 Zando St, Williamson, West Virginia, 25661",1km,mudslide,no_apparent_trigger,small,natural_slope,0.0,0.0,,https://bloximages.newyork1.vip.townnews.com/williamsondailynews.com/content/tncms/assets/v3/editorial/7/40/740f3bc6-a03f-58dd-9c3c-ad712f964c49/5bf9f575b2c1e.image.jpg?resize=750%2C1129,This appears to be a mudslide prone area.,GLC,,37.67494121,-82.26873042999999,United States,US,West Virginia,Mingo County,1.6,2020-08-07 13:21:41.000001,2021-04-10 04:47:57.000001,54.tiff
55,200,4608213,"(-122.20179630599995, 44.03791841300006)",KCBY,https://kcby.com/news/local/willamette-national-forest-expands-area-closed-due-to-terwilliger-fire,14254,2018-08-27 03:00:00,unknown,Terwilliger Fire Rockslide,Rockslide covered Road 19 as firefighters battled the blaze of the Terwilliger Fire in Williamette National Forest.,"Road 19, Blue River, Williamette National Forest, Vida, Oregon, 97488",10km,rock_fall,other,unknown,burned_area,,,,https://html1-f.scribdassets.com/93g76lndts6jotav/images/1-b025f402fc.jpg,,GLC,,44.03791841,-122.20179631,United States,US,Oregon,McKenzie Bridge,15.64,2020-07-22 03:28:34,2021-04-10 04:45:33,55.tiff
56,201,4608214,"(-84.52711052499996, 39.07653327100007)",Fox 19 Now,https://www.fox19.com/story/38906769/mudslide-causes-road-closure-in-covington/,14456,2018-08-17 22:00:00,unknown,Amsterdam Road Mudslide,"Mudslide caused debris to fall onto Amsterdam road in Covington, leading to road closure.","Amsterdam Rd (near Montague Road), Covington, Kentucky",5km,mudslide,rain,small,above_road,0.0,0.0,,,,GLC,,39.076533270000006,-84.52711053,United States,US,Kentucky,Cincinnati,9.04,2020-08-21 21:52:45,2021-04-10 04:43:52.000001,56.tiff
57,203,4608216,"(-135.11957403099996, 56.92603317000004)",US News,https://www.usnews.com/news/best-states/alaska/articles/2018-11-25/couple-proposes-naming-lake-for-dog-that-died-in-landslide,14380,2013-05-12 13:00:00,unknown,"Landslide on East end of Redoubt Lake, Sitka, AK","A sudden landslide created a 1 acre lake near the eastern end of Redoubt Lake, South of Sitka, Alaska.","Redoubt Lake, Alaska",1km,landslide,no_apparent_trigger,medium,natural_slope,0.0,0.0,,,"While the fatalities are 0, a dog was killed in the landslide.",GLC,,56.92603317,-135.11957403,United States,US,Alaska,Goddard,17.51,2020-08-07 13:21:41.000001,2021-04-10 04:44:41,57.tiff
58,206,4608219,"(-118.89820261499995, 34.05488872600006)",Daily Republic,https://www.dailyrepublic.com/all-dr-news/wires/state-nation-world/mudslide-flooding-fears-intensify-as-storm-rolls-across-fire-scarred-regions-of-california/,14241,2018-11-29 15:00:00,unknown,Decker Canyon Rockslide,A minor rockslide was reported along the road in this region. No damage or further details reported.,"3525-4047 Decker Canyon Rd, Malibu, California, 90265",10km,landslide,continuous_rain,small,above_road,0.0,0.0,,,This event occurred in the vicinity of the Woolsey fire scar.,GLC,,34.05488873,-118.89820262,United States,US,California,Point Mugu Naval Air Station,21.71,2020-08-03 14:29:38.000001,2021-04-10 04:42:16,58.tiff
59,208,4608221,"(-84.53520381499999, 39.078233469000054)",Cincinatti.Com,https://www.cincinnati.com/story/news/local/covington/2018/08/19/mudslide-closes-amsterdam-road/1037723002/,14240,2018-08-19 18:00:00,07:00,Covington Mudsldie,Thursday rains saturated the ground in Devou park that led to a landslide days later. The landslide caused road closure and is expected to remain closed for several days while clean up occurs.,"Montague Rd, Covington, Kentucky, 41011",1km,mudslide,rain,medium,above_road,0.0,0.0,,https://www.gannett-cdn.com/presto/2018/08/19/PCIN/8f214bb0-c253-4e83-997b-d6d6a9a20d50-mudslide.jpg?width=660&height=495&fit=crop&format=pjpg&auto=webp,No other reported landslides in the area.,GLC,,39.07823347,-84.53520382,United States,US,Kentucky,Cincinnati,9.24,2020-08-23 17:30:04,2021-04-10 04:43:03,59.tiff
60,210,4608223,"(-117.32589369199997, 33.664393062000045)",KTLA,https://ktla.com/news/local-news/evacuations-orders-downgraded-to-voluntary-in-lake-elsinore-storm-area/,14442,2018-12-08 01:00:00,unknown,Lake Elsinore Debris Flow,Heavy rains triggered a debris flow and mud to cover streets in Lake Elsinore and near Trabuco Canyon.,"Lake Elsinore, California",5km,debris_flow,downpour,large,above_road,,,,,,GLC,,33.664393059999995,-117.32589369,United States,US,California,Lake Elsinore,5.5,2020-07-31 00:18:20,2021-04-10 04:40:41,60.tiff
61,211,4608224,"(-80.31199968599998, 40.62270191700003)",Friends of Nelson County,http://friendsofnelson.com/pipeline-explosion-in-pa-caused-by-landslide/,14428,2018-09-10 20:00:00,05:00,Ivy Lane Landslide and Pipeline Explosion,Landslide from Bunker Hill caused an explosion at Ivy Lane on the Revolution Pipeline. No injuries were reported as 30 homes were evacuated.,"Revolution Pipeline near Ivy Ln, Center Township, Beaver County, Pennsylvania, 15001",1km,landslide,tropical_cyclone,unknown,engineered_slope,,,Florence,,,GLC,,40.62270192,-80.31199969,United States,US,Pennsylvania,Beaver Falls,15.65,2020-07-11 19:51:40.000001,2021-04-10 04:40:41,61.tiff
62,212,4608225,"(-110.96288283899997, 32.51392739500005)",CNN,https://www.cnn.com/2020/07/22/us/tucson-wildfire-flood-debris-scn-trnd/index.html,14454,2020-07-15 20:00:00,unknown,Mudflow in Cañada del Oro on Edwin Road,"Mudflow moved quickly across the land in Pima County. Pima County is at the foothills of the Catalina Mountains. The mudflow contained ash and other hot debris. Mud appeared black because of these components. Changes in vegetation and other alterations to the land occurred as a result of wildfire within the weeks preceding the July 15th mudflow. As a result of these physical land changes, the risk of mudflow increased. Mudflows following fires are particularly concerning as they come without much advanced warning. Even though the rain was relatively light, the long duration of the rainfall combined with the recent fires led to large mudslides.","56631-57989 E Edwin Rd, Tucson, Arizona, 85739",25km,debris_flow,rain,small,deforested_slope,,,Bighorn Fire was the name of the indirect trigger and then rain caused the direct mudslide trigger.,,"Residents near the foothills of the Catalina Mountains told to be cautious in order to avoid any injuries or deaths. No places of residence or other buildings were destroyed as a result of the fire. However, the mudslide covered part of a service road in Pima county.",LRC,,32.5139274,-110.96288284,United States,US,Arizona,Oracle Junction,6.14,2020-07-27 20:20:24.000001,2021-04-10 04:40:41,62.tiff
63,216,4608229,"(-119.61823793299999, 34.465217868000025)",edhat,https://www.edhat.com/news/to-the-rescue-on-san-ysidro-creek,14365,1969-01-15 00:00:00,unknown,Debris-laden flood on San Ysidro Creek filled house,"In January, 1969, a debris-laden flood on San Ysidro Creek filled a house with three feet of mud. The owner  barely escaped, taking refuge under a tree as a wall of mud and rocks 10 feet high threatened to engulf him.","Randall Rd, Santa Barbara, California, 93108",5km,debris_flow,rain,medium,burned_area,,,,,"Estimated date. San Ysidro Creek has have problems with debris flows for decades, the most recent one being the January 2018 event.",GLC,,34.465217870000004,-119.61823793,United States,US,California,Santa Barbara,9.57,2020-08-06 20:09:39,2021-04-10 04:46:21,63.tiff
64,220,4608233,"(-118.70814826499998, 34.06620025900003)",KTLA5,https://ktla.com/news/local-news/powerful-socal-storm-prompts-mudslide-fears-closure-of-malibus-pepperdine-university-campus/,14462,2018-11-29 22:00:00,unknown,Malibu Canyon Rd Rock Fall,"After heavy rain, rock fall occurred onto Malibu Canyon Road in an area burned by the Woolsey and Hill fires.","Malibu Canyon Rd, Calabasas, California, 91302",5km,rock_fall,rain,unknown,burned_area,,,,,,GLC,,34.06620026,-118.70814827,United States,US,California,Santa Monica Municipal,24.48,2020-08-04 20:40:02,2021-04-10 04:40:41,64.tiff
65,231,4608244,"(-121.50368329499997, 38.59488902000004)",Fox 40,https://fox40.com/news/local-news/drain-crumbles-along-i-5-in-sacramento-severely-impacting-traffic/,14420,2018-11-29 07:00:00,07:00,Drain blocked in Sacramento,"A rain damaged drain near Bercut Dr and Highway I5 has resulted in a mudslide covering the road with nearly a foot of mud. The blockage in the drain had occurred overnight, the burst occurring during the morning commuting time.","201-225 Bercut Dr, Sacramento, California, 95811",1km,mudslide,rain,medium,above_road,0.0,0.0,,,"The burst pipe was tested earlier in the week, and the engineers are still unsure as to what added the pressure that burst the drain.",GLC,,38.59488902,-121.5036833,United States,US,California,Sacramento Executive,9.14,2020-08-03 14:29:38.000001,2021-04-10 04:44:41,65.tiff
66,234,4608247,"(-88.22513654499994, 43.06723897100005)",Milwaukee Journal Sentinel,https://www.jsonline.com/story/communities/waukesha/news/waukesha/2018/09/06/rain-causes-mudslide-and-potential-flooding-waukesha/1211679002/,14252,2018-09-05 22:00:00,unknown,Pewaukee Rd Landslide,Heavy rains caused the Fox River to overflow and triggered a mudslides that closed a portion of Pewaukee Rd.,"Pewaukee Rd, Waukesha, Wisconsin, 53188",1km,mudslide,rain,small,engineered_slope,,,,https://www.gannett-cdn.com/presto/2018/09/06/PMJS/e15d9bee-d067-4b04-98fa-1cefdc48ed73-Mud_closes_Pewaukee_Road_section_in_Waukesha_4.jpg?width=660&height=472&fit=crop&format=pjpg&auto=webp,,GLC,,43.06723897,-88.22513654,United States,US,Wisconsin,Waukesha County,3.27,2020-07-16 21:31:35,2021-04-10 04:40:41,66.tiff
67,236,4608249,"(-116.10431776399997, 45.92250101900004)",Idaho County Free Press,https://www.idahocountyfreepress.com/news/dispatch-log-icso-gpd-nov-26-dec-2-2018/article_d31fe4c5-f1e9-5686-afa6-a2dcbd657f34.html,14342,2018-12-01 02:00:00,unknown,Grangeville-Riggins Rocksilde,Rocksilde occurred on Highway 13 at mile post 9-11.,"Grangeville, Idah",10km,rock_fall,unknown,unknown,above_road,,,,,,GLC,,45.92250102,-116.10431776,United States,US,Idaho,Grangeville,1.77,2020-08-04 01:20:53,2021-04-10 04:40:41,67.tiff
